SimulationName,Season,EnvType
Continuous_Sorghum,1900,5
Continuous_Sorghum,1905,5
Continuous_Sorghum,1910,5
Continuous_Sorghum,1915,5
Continuous_Sorghum,1920,5
Continuous_Sorghum,1925,5
Continuous_Sorghum,1930,5
Continuous_Sorghum,1935,5
Continuous_Sorghum,1940,5
Continuous_Sorghum,1950,5
Continuous_Sorghum,1960,5
Continuous_Sorghum,1970,5
Continuous_Sorghum,1980,5
Continuous_Sorghum,1985,5
Continuous_Sorghum,1990,5
Continuous_Sorghum,1992,5
Continuous_Sorghum,1993,5
Continuous_Sorghum,1994,5
Continuous_Sorghum,1995,5
Continuous_Sorghum,1996,5
Continuous_Sorghum,1997,5
Continuous_Sorghum,1998,5
Continuous_Sorghum,1999,5
Continuous_Sorghum,2000,5
